time,lon,lat,lwe_cm
2002-05-10,112.125,-7.125,11.210494
2002-05-10,110.125,-7.125,10.610887
2002-05-10,111.125,-8.375,1.3425269
2002-05-10,110.375,-6.625,3.7966623
2002-05-10,110.375,-6.125,3.7966623
2002-05-10,110.875,-6.125,3.7966623
2002-05-10,110.875,-6.375,3.7966623
2002-05-10,110.875,-6.625,7.79645
2002-05-10,110.875,-6.875,7.79645
2002-05-10,110.875,-7.125,12.09817
2002-05-10,110.875,-7.375,12.09817
2002-05-10,110.875,-7.625,12.09817
2002-05-10,110.875,-7.875,12.09817
2002-05-10,110.875,-8.125,12.09817
2002-05-10,110.875,-8.375,0.9697366
2002-05-10,110.375,-6.375,3.7966623
2002-05-10,110.875,-8.625,0.9697366
2002-05-10,110.625,-6.375,3.7966623
2002-05-10,110.625,-6.625,3.7966623
2002-05-10,110.625,-6.875,7.79645
2002-05-10,110.625,-7.125,12.09817
2002-05-10,110.625,-7.375,12.09817
2002-05-10,110.625,-7.625,12.09817
2002-05-10,110.625,-7.875,12.09817
2002-05-10,110.625,-8.125,12.09817
2002-05-10,110.625,-8.375,0.9697366
2002-05-10,110.625,-8.625,0.9697366
2002-05-10,110.625,-6.125,3.7966623
2002-05-10,112.125,-6.625,2.6767368
2002-05-10,113.375,-7.875,5.204744
2002-05-10,112.125,-6.125,1.869545
2002-05-10,113.875,-7.125,3.2208867
2002-05-10,113.875,-7.375,3.2208867
2002-05-10,113.875,-7.625,5.204744
2002-05-10,113.875,-7.875,5.204744
2002-05-10,113.875,-8.125,5.204744
2002-05-10,113.875,-8.375,5.204744
2002-05-10,113.875,-8.625,5.204744
2002-05-10,113.625,-6.125,0.86303127
2002-05-10,113.625,-6.375,0.86303127
2002-05-10,113.625,-6.625,3.2208867
2002-05-10,113.625,-6.875,3.2208867
2002-05-10,113.625,-7.125,3.2208867
2002-05-10,113.625,-7.375,3.2208867
2002-05-10,113.625,-7.625,5.204744
2002-05-10,113.625,-7.875,5.204744
2002-05-10,113.625,-8.125,5.204744
2002-05-10,113.625,-8.375,5.204744
2002-05-10,113.625,-8.625,5.204744
2002-05-10,113.375,-6.125,0.86303127
2002-05-10,113.375,-6.375,0.86303127
2002-05-10,113.375,-6.625,3.2208867
2002-05-10,113.875,-6.875,3.2208867
2002-05-10,113.875,-6.625,3.2208867
2002-05-10,113.875,-6.375,0.86303127
2002-05-10,113.875,-6.125,0.86303127
2002-05-10,114.375,-6.125,-0.960854
2002-05-10,114.375,-6.375,-0.960854
2002-05-10,114.375,-6.625,-0.960854
2002-05-10,114.375,-6.875,-0.960854
2002-05-10,114.375,-7.125,3.1409297
2002-05-10,114.375,-7.375,3.1409297
2002-05-10,114.375,-7.625,3.1409297
2002-05-10,114.375,-7.875,3.3581924
2002-05-10,114.375,-8.125,3.3581924
2002-05-10,114.375,-8.375,4.7947087
2002-05-10,113.375,-6.875,3.2208867
2002-05-10,114.375,-8.625,4.7947087
2002-05-10,114.125,-6.375,-0.960854
2002-05-10,114.125,-6.625,-0.960854
2002-05-10,114.125,-6.875,3.2208867
2002-05-10,114.125,-7.125,3.2208867
2002-05-10,114.125,-7.375,3.1409297
2002-05-10,114.125,-7.625,3.1409297
2002-05-10,114.125,-7.875,3.3581924
2002-05-10,114.125,-8.125,5.204744
2002-05-10,114.125,-8.375,4.7947087
2002-05-10,114.125,-8.625,3.7927504
2002-05-10,114.125,-6.125,0.86303127
2002-05-10,112.125,-6.375,2.6767368
2002-05-10,113.375,-7.125,3.2208867
2002-05-10,113.375,-7.625,5.204744
2002-05-10,112.625,-6.375,2.6767368
2002-05-10,112.625,-6.625,2.6767368
2002-05-10,112.625,-6.875,2.6767368
2002-05-10,112.625,-7.125,8.891035
2002-05-10,112.625,-7.375,8.891035
2002-05-10,112.625,-7.625,8.891035
2002-05-10,112.625,-7.875,8.891035
2002-05-10,112.625,-8.125,8.891035
2002-05-10,112.625,-8.375,1.9814205
2002-05-10,112.625,-8.625,1.9814205
2002-05-10,112.375,-6.125,2.6767368
2002-05-10,112.375,-6.375,2.6767368
2002-05-10,112.375,-6.625,2.6767368
2002-05-10,112.375,-6.875,2.6767368
2002-05-10,112.375,-7.125,8.891035
2002-05-10,112.375,-7.375,8.891035
2002-05-10,112.375,-7.625,8.891035
2002-05-10,112.375,-7.875,8.891035
2002-05-10,112.375,-8.125,8.891035
2002-05-10,112.375,-8.375,1.9814205
2002-05-10,112.375,-8.625,1.9814205
2002-05-10,112.625,-6.125,2.6767368
2002-05-10,112.875,-8.625,1.9814205
2002-05-10,112.875,-8.375,1.9814205
2002-05-10,112.875,-8.125,8.891035
2002-05-10,113.375,-8.125,5.204744
2002-05-10,113.375,-8.375,5.204744
2002-05-10,113.375,-8.625,5.204744
2002-05-10,113.125,-6.125,0.86303127
2002-05-10,113.125,-6.375,2.6767368
2002-05-10,113.125,-6.625,2.6767368
2002-05-10,113.125,-6.875,3.2208867
2002-05-10,113.125,-7.125,3.2208867
2002-05-10,113.125,-7.375,8.891035
2002-05-10,113.125,-7.625,8.891035
2002-05-10,113.375,-7.375,3.2208867
2002-05-10,113.125,-7.875,5.204744
2002-05-10,113.125,-8.375,5.204744
2002-05-10,113.125,-8.625,1.9814205
2002-05-10,112.875,-6.125,2.6767368
2002-05-10,112.875,-6.375,2.6767368
2002-05-10,112.875,-6.625,2.6767368
2002-05-10,112.875,-6.875,2.6767368
2002-05-10,112.875,-7.125,8.891035
2002-05-10,112.875,-7.375,8.891035
2002-05-10,112.875,-7.625,8.891035
2002-05-10,112.875,-7.875,8.891035
2002-05-10,113.125,-8.125,5.204744
2002-05-10,109.875,-7.375,10.610887
2002-05-10,112.125,-6.875,11.210494
2002-05-10,109.875,-7.875,4.050634
2002-05-10,106.875,-7.125,5.737842
2002-05-10,106.875,-7.375,2.6881502
2002-05-10,106.875,-7.625,0.22927149
2002-05-10,106.875,-7.875,0.22927149
2002-05-10,106.875,-8.125,1.8500267
2002-05-10,106.875,-8.375,0.20553133
2002-05-10,106.875,-8.625,0.20553133
2002-05-10,106.625,-6.125,7.363802
2002-05-10,106.625,-6.375,7.363802
2002-05-10,106.625,-6.625,7.363802
2002-05-10,106.625,-6.875,7.363802
2002-05-10,106.625,-7.125,2.6881502
2002-05-10,106.625,-7.375,2.6881502
2002-05-10,106.625,-7.625,0.22927149
2002-05-10,106.625,-7.875,0.22927149
2002-05-10,106.625,-8.125,0.22927149
2002-05-10,106.625,-8.375,0.20553133
2002-05-10,106.625,-8.625,0.20553133
2002-05-10,106.375,-6.125,7.363802
2002-05-10,106.375,-6.375,7.363802
2002-05-10,106.375,-6.625,7.363802
2002-05-10,106.875,-6.875,7.363802
2002-05-10,106.875,-6.625,7.363802
2002-05-10,106.875,-6.375,7.363802
2002-05-10,106.875,-6.125,7.363802
2002-05-10,107.375,-6.125,3.412517
2002-05-10,107.375,-6.375,3.412517
2002-05-10,107.375,-6.625,5.737842
2002-05-10,107.375,-6.875,5.737842
2002-05-10,107.375,-7.125,5.737842
2002-05-10,107.375,-7.375,5.737842
2002-05-10,107.375,-7.625,5.737842
2002-05-10,107.375,-7.875,1.8500267
